ID,new_topic,post,GT Stance,predictions,predicted_stance_ BERTTWEET
20523,donald trump,liberals do not like that @realdonaldtrump is moving up in the polls. #makeamericagreatagain #thegreatwallofmexico #semst,UNKNOWN,@realdonaldtrump is moving up in the polls. #makeamerica,FAVOR
20524,donald trump,@liberaltreason @msnbc maybe all the politically correct pansies out there will move to a different country if trump gets in!!!:) #semst,UNKNOWN,@liberaltreason @msnbc @liberaltreason @m,AGAINST
20525,donald trump,@lindasuhler the smear campaign from rino headquarters --> @gop  has begun. #semst,UNKNOWN,@lindasuhler @lindasuhler the sm,AGAINST
20526,donald trump,liberal view of #christianity: interpret the bible like the constitution & keep religion at church. #ccot #tcot #pjnet #nra #semst,UNKNOWN,#christianity: interpret the bible like the constitution & keep religion at church.,AGAINST
20527,donald trump,#obama intervenes on behalf of #greece = hello #drachma  socialism = equality of misery  #tcot #pjnet #semst,UNKNOWN,#obama #greece = hello = hello #greece,AGAINST
20528,donald trump,@jebbush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realdonaldtrump answers to no one! #semst,UNKNOWN,@marcorubio and @jebbush cannot speak their minds b/c,AGAINST
20529,donald trump,@realdonaldtrump is the only candidate who has in no way,shape or form been brainwashed by the pc police. #SemST,trump is the only candidate who has in no way endorsed @realdonaldtru,AGAINST
20530,donald trump,donald j. trump,"I am voting for you to be our next ""El Presidente""! #trumpforpresident #SemST",trump trump trump trump trump trump,AGAINST
20531,donald trump,if a liberal brings up immigration,"hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST","a liberal raises immigration.,a liberal raises immigration. if",AGAINST
20532,donald trump,@dramamiine well you have the right to your opinion and i have the right to not listen to it. have a great day! #semst,UNKNOWN,@dramamiine @dramamiine @dramamiine @dram,FAVOR
20533,donald trump,no wonder they don't listen to us.  it must get awfully loud inside the echo chamber.  @espn @nbc @macys @nascar #semst,UNKNOWN,i'm sure they don't listen to us....,AGAINST
20534,donald trump,@realdonaldtrump u talk a big bigoted talk & yet use illegals @ your new dc prop.thank gd u being potus isn't viable! #trumpsucks #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump u are pot,AGAINST
20535,donald trump,"are people deaf to the word illegal? i'm all  for legal immigration. need a new label  ""illegal crossings"". take note  #semst",UNKNOWN,people deaf to the word illegal? are people deaf to the word illegal,AGAINST
20536,donald trump,i'm developing my own version of arya's kill list,but for asshole celebrities #BillCosby #PaulaDeen #JaredFromSubway #GOT #SemST,'s kill list. i'm developing my own version of arya's,FAVOR
20537,donald trump,uncommonstate: rt commoncorediva: title 1 funds/title 9 funds,IDEA funds...all being distorted 2 serve the CCSS Agenda! #PJ... #SemST,rt commoncorediva: title 1 funds/title 9 funds/title 9 funds/,AGAINST
20538,donald trump,@ophidianpilot @newamericanmag all the congressmen/women should be criticizing the lack of security in this country! #semst,UNKNOWN,@ophidianpilot @newamericanmag @ophidianpilot @newamerican,FAVOR
20539,donald trump,@realdonaldtrump making america a nationalism society #semst,UNKNOWN,trump @realdonaldtrump #realdonaldtrump #reald,AGAINST
20540,donald trump,@realdonaldtrump your directness & honesty has moved you to the top of my list 4 #president2016! #trumptruth #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump your directness has,FAVOR
20541,donald trump,muslim community chips in to help rebuild burned down churches #allpeoplematter #globalist/elitesvsthepeople  #semst,UNKNOWN,rebuild burned down churches #allpeoplematter #globalist/elitesvs,AGAINST
20542,donald trump,can #nikkireed & #iansomerhalder stop fucking in public for 1 day. doing nothing for his image #attentionwhore he's worse than #semst,UNKNOWN,#nikkireed & #iansomerhalder stop fucking in public,AGAINST
20543,donald trump,i get so heated seeing treasonous libtards defending ed snowden. he is a traitor and should be hung. #tcot #tlot #ccot #semst,UNKNOWN,i get so heated seeing libtards defending ed snowden.,AGAINST
20544,donald trump,on #education @johnkasich has no clue.. high standards only work if the kids do their work and their parents make sure of it. #semst,UNKNOWN,#education #education if the kids do their work and their parents make sure it.,FAVOR
20545,donald trump,@realdonaldtrump gonna be on @greta show right now! #greta #trumpisright #semst,UNKNOWN,@realdonaldtrump gonna be on @greta show right now!,FAVOR
20546,donald trump,liberals are winning the battle of the mind by indoctrinating low iq & youth of #america through #msm & social media #semst,UNKNOWN,& social media #semst. liberals are winning the battle of,AGAINST
20547,donald trump,@realdonaldtrump let's face it,we've become a passive,trump @realdonaldtrump @realdonaldtrump @real,FAVOR
20548,donald trump,@realdonaldtrump keep it up trump we love you #makeamericagreatagain #boycottmacys #boycottnbc #semst,UNKNOWN,trump @realdonaldtrump keep it up trump we love you,FAVOR
20549,donald trump,#greta trump is absolutely on fire right now! he is a good man with a great family. he is the medicine this country needs! #semst,UNKNOWN,he is the medicine this country needs! he is a good man with a,FAVOR
20550,donald trump,angrynidaho: scottgrafradio that's what they want you to believe! #lamestream #chemtrails #tyranny #staywoke #jadehelm #semst,UNKNOWN,#scottgrafradio that's what they want you to believe! #lame,AGAINST
20551,donald trump,greece.... bernie sanders school of economics #greta #semst,UNKNOWN,.... bernie sanders school of economics #greta #sem,AGAINST
20552,donald trump,just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #america #semst,UNKNOWN,not just because you own a casino (bankrupt) doesn't mean your family didn,AGAINST
20553,donald trump,@realdonaldtrump  some people just want to be president.  others want to make america great again! #semst,UNKNOWN,trumptrumprealdonaldtrump great again!st,FAVOR
20554,donald trump,unlike obama,@realDonaldTrump doesn't need a teleprompter.  #SemST,"obama, unlike obama, obama has",FAVOR
20555,donald trump,@gop if you can not debate trump,you should not be running for president. #backurbase. #SemST,@gop @gop if you can not debate trump if you,FAVOR
20556,donald trump,@goangelo it's obvious macy's and nbc and espn and ... are chokers. #trumpisassclown #semst,UNKNOWN,@goangelo @goangelo @goangelo @goange,AGAINST
20557,donald trump,bow my head  #freechelsea #freehamond #all prisoners of the state!  #semst,UNKNOWN,#freechelsea #freehamond #freechelsea #freeha,FAVOR
20558,donald trump,#boycott @traveloregon support @sweetcakesbakes if you don't want to bake the cake,you shouldn't be forced to. #freedom #SemST,#boycott #traveloregon #boycott #traveloregon #boy,AGAINST
20559,donald trump,@_george_lopez__ says there may be enough american racists to elect trump as president. i think he's right. take back america #semst,UNKNOWN,@_george_lopez__ says there may be enough american racists to,AGAINST
20560,donald trump,@realdonaldtrump i hope and pray you get the nomination. america needs a man with a backbone! and one that can't be bought! #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump i hope and,FAVOR
20561,donald trump,@radiocop @drlefever low info voters are still clueless to the fundamental transformation obama said he would inflict. #tcot #semst,UNKNOWN,@radiocop @drlefever @radiocop @drlef,AGAINST
20562,donald trump,@realdonaldtrump i don't care what @nascar says! i dont care what the liberals at @espn say.. keep speaking the truth!! #semst,UNKNOWN,trump @realdonaldtrump i dont care what @nascar,AGAINST
20563,donald trump,@mailandguardian there goes the latino vote,Donald Dumb!! #SemST,.com @mailandguardian @mailandguardian @mailandguard,FAVOR
20564,donald trump,now coke believes in unicorns along with the libs #wakeupcocacola #tedcruz2016 #therightbrigade #semst,UNKNOWN,#cokebelieves in unicorns along with the libs #wakeupco,AGAINST
20565,donald trump,the @realdonaldtrump **making two fees instead of one**  we need a winner in the white house again  #makeamericagreatagain !!  #semst,UNKNOWN,@realdonaldtrump #makeamericagreatagain !! ! #,FAVOR
20566,donald trump,@conservacuck unfortunately the melting pot concept has been replaced by balkanization,now it's division not diversity #tcot #SemST,vacuck @conservacuck @conservacuck @conservacuck @cons,AGAINST
20567,donald trump,looks like libreals our after @paula_deen again,,like looks like libreals our after @paula_deen again. @,AGAINST
20568,donald trump,the line between innovation and effrontery becomes evident through consequence. #cultureshift #awaken #rise #arisechurch #semst,UNKNOWN,the line between innovation and effrontery becomes evident through consequence. #cultureshift #awa,AGAINST
20569,donald trump,@exjon @bjcowan1970 american companies won't make them anymore #semst,UNKNOWN,1970 american companies won't make them anymore @exjon @bjcowan,AGAINST
20570,donald trump,we are now witnessing possibly the most disastrous attempt to run for presidency ever,courtesy of @realDonaldTrump #Fail #SemST,possibly the most disastrous attempt to run for presidency ever. We are now witnessing possibly the most,AGAINST
20571,donald trump,@realdonaldtrump is the most repulsive narcissist on the planet. #semst,UNKNOWN,trump is the most repulsive narcissist on the planet.,AGAINST
20572,donald trump,@realdonaldtrump stay the course! you can win! the usa needs your leadership and competence! #semst,UNKNOWN,trump @realdonaldtrump stay the course!a needs your leadership,FAVOR
20573,donald trump,@rnrlouisiana @willie_mays24 @rnroklahoma  this kind of open defiance is what is needed but on a massive scale #tcot #lnyhbt #semst,UNKNOWN,@rnroklahoma @rnroklahoma @will,AGAINST
20574,donald trump,donald trump is the man of all men #semst,UNKNOWN,trump is the man of all men #semst #trumps,FAVOR
20575,donald trump,@lybr3 @marcatl76 #programmed ppl are so damn stuck on bs! clinton is free walking behind a rope! bars are needed! plz! #semst,UNKNOWN,@marcatl76 @lybr3 @marcatl76 #programme,AGAINST
20576,donald trump,@governorperry @realdonaldtrump not true perry! don't count on me or anyone in my family for a vote. you need to stop being pc. #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump @realdonald,AGAINST
20577,donald trump,the left > it's only a law if we like it - it can be ignored if we don't like it.  #semst,UNKNOWN,> it's only a law if we like it - it can be ignored,AGAINST
20578,donald trump,the .@nyse doesn't just halt all trades ... what's up #grexit #chinameltdown #tcot #nationaldebt #semst,UNKNOWN,@nyse doesn't just halt all trades ... what's,AGAINST
20579,donald trump,the gift that keeps on giving. #makeitstop #semst,UNKNOWN,.thegift that keeps on giving. #makeitstop #semst,FAVOR
20580,donald trump,@realdonaldtrump you have the heart of a lion! let's make america great again! #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump you have the heart,FAVOR
20581,donald trump,yo democrats,"#NYSE Halted-Down. Just another ""CRISIS"". What ya gonna do to NOT LET IT GO TO WASTE???????????????  #SemST",democrats yo democrats yo democrats yo,FAVOR
20582,donald trump,@realdonaldtrump  we want trump! we want trump! we want trump!!! #makeamericagreatagain #semst,UNKNOWN,we want trump! we want trump! we want trump! we,FAVOR
20583,donald trump,@gloriaallred is a media whore,but I'm rooting for her and her clients against 'alleged' drug-rapist #BillCosby #tcot #SemST,is a media whore..allred is a media whore.,AGAINST
20584,donald trump,people who judge trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #semst,UNKNOWN,trump based on his looks and hair style yet call him a racist bigo,AGAINST
20585,donald trump,@foxbusiness i would have to say that #nyse would never admit a hack. #semst,UNKNOWN,@foxbusiness i would have to say that #foxbusiness would never admit a,AGAINST
20586,donald trump,rt veriphile: follow #patriot -->  theresamurrano.  thanks for following!!  #truth #liberty #justice #2a #prolife #istandwit... #semst,UNKNOWN,:. #patriot --> theresamurrano. #patriot,FAVOR
20587,donald trump,@nbcnews political correctness is killing the country! the don is telling the truth! #semst,UNKNOWN,@nbcnews @nbcnews @nbcnews @nbc,AGAINST
20588,donald trump,i want to know @realdonaldtrump's thoughts on the #nyse issue. #finance #semst,UNKNOWN,i want to know @realdonaldtrump's thoughts on the #n,AGAINST
20589,donald trump,#extremistprogressives are so #focused on their #agenda that they believe a #inanimate #flagkills but #multitimedeporteesdont #semst,UNKNOWN,extremistprogressives are so #focused on their #agenda that they believe,AGAINST
20590,donald trump,@realdonaldtrump just want to say thank you for not pandering to the pc police! #richforareason #nofear #semst,UNKNOWN,trump just want to say thank you for not pandering to the pc police,AGAINST
20591,donald trump,@realdonaldtrump a man who isn't afraid to speak the truth is a man who i'll vote for! take it home,Mr. Trump! #FuturePresident #SemST,@realdonaldtrump @realdonaldtrump a man who,FAVOR
20592,donald trump,@suzieqt154320: just curious do you follow @hahnamerica or @montel_williams? #semst,UNKNOWN,@suzieqt154320: just curious do you follow @hahnamerica or,FAVOR
20593,donald trump,@billkristol gop,Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST,@billkristol gop gop gop gop gop gop,AGAINST
20594,donald trump,"wow quote ""try getting it out",you don't even know what you're talking about but go ahead,"quote ""try getting it out"" wow quote ""try getting it out"" ""try getting",FAVOR
20595,donald trump,#trump is ruining a party quicker than the police! #gop #semst,UNKNOWN,#trump is ruining a party faster than the police! #trump is ruin,AGAINST
20596,donald trump,@whitewolf2226 @mjgranger1 @burdenofreedom that's right i agree w/u girl #semst,UNKNOWN,@whitewolf2226 @mjgranger1 @burdenofreedom that',FAVOR
20597,donald trump,@msnbc @chefjoseandres good riddance to bad rubbish,#SemST,@chefjoseandres good riddance to bad rubbish to bad rubbish,AGAINST
20598,donald trump,@hillaryclinton lies again she was subpoenaed! she violated law etc! #rednationrising #semst,UNKNOWN,lied again! was subpoenaed! she violated law etc,AGAINST
20599,donald trump,@chevesligon @laurakfillault we have white newlywed mothers being shot by 5x deported illegals!! cruz knows what is it! #semst,UNKNOWN,aurakfillault @chevesligon @laurakfillault we have,AGAINST
20600,donald trump,@veriphile; just curious,Do You Follow @Montel_Williams? #SemST,; just curious; just curious; @veriphile; @veriphile,FAVOR
20601,donald trump,republicans. the party that rewards racial hatred and bigotry with a front-runner status for the presidential nomination. #semst,UNKNOWN,the party that rewards racial hatred and bigotry with a front-runner,AGAINST
20602,donald trump,@realdonaldtrump illegal immigration is finally on the agenda because of you! thank you for speaking truth! #semst,UNKNOWN,trump @realdonaldtrump illegal immigration is finally on the agenda because of,FAVOR
20603,donald trump,@erinburnett #cnn why would it hurt @realdonaldtrump to say some illegal imms rape? @john_walsh just said it's true @outfrontcnn #semst,UNKNOWN,@erinburnett @cnn why would it hurt @realdonaldtru,AGAINST
20604,donald trump,he was getting divorced & filing bankruptcies @robin182zz #trump #bankrupt #election2016 #semst,UNKNOWN,getting divorced & filing bankruptcies @robin182zz @trump,AGAINST
20605,donald trump,get over to #cnn #ac360 @realdonaldtrump going live in minutes.  #semst,UNKNOWN,trump. #cnn #ac360 @realdonaldtru,FAVOR
20606,donald trump,@businessinsider @billpostmus most libtard states are f'd up here #mepolitics #tcot #semst,UNKNOWN,@businessinsider @billpostmus most libtard states are f,AGAINST
20607,donald trump,"@weknowwhatsbest white parents warn their kids about cops too: ""if you're stopped by cops",be respectful & do what they say. #SemST,"@weknowwhatsbest white parents warn their kids about cops too: ""if you'",AGAINST
20608,donald trump,blessed is the nation whose god is lord. psalm 33:12 #semst,UNKNOWN,whose god is lord is blessed. whose god is lord.,FAVOR
20609,donald trump,@ac360 @ananavarro @andersoncooper #ac360 heck yeah bomb the crap out of #iraq & send in pros to run oil fields! @realdonaldtrump #semst,UNKNOWN,coopercooper @ananavarro @andersoncooper @ac360,AGAINST
20610,donald trump,trump's comments show he cannot be taken seriously. the fact he's polling high shows the party should not be taken seriously. #semst,UNKNOWN,trump's comments show he cannot be taken seriously. trump',AGAINST
20611,donald trump,@andersoncooper #ac360 @ac360 @ananavarro < why is your hispanic latino ass saying @realdonaldtrump said disgraceful things? #semst,UNKNOWN,ac360 @ac360 @ananavarro  why is your hispan,AGAINST
20612,donald trump,donald trump please shut the eff up forever! to think i liked your men's suits at macy's! you suck! #andersoncooper #cnn #semst,UNKNOWN,trump please shut the eff up forever! donald trump please shut the,AGAINST
20613,donald trump,@andersoncooper #ac360 @ac360 @ananavarro <why are you latino-hispanic defending #latino #hispanic rapists? @realdonaldtrump #semst,UNKNOWN,ac360 @ac360 @ananavarro why are you latin,AGAINST
20614,donald trump,@rnrwestvirginia @rednationrising please go away pataki. #semst,UNKNOWN,@rednationrising please go away pataki. @rnrwestvir,AGAINST
20615,donald trump,if you live in a trump building,congratulations on that decision #SemST,", if you live in a trump building, you will be a",AGAINST
20616,donald trump,"donald trump has me ""l-ing my a o.""  this dude is nuts i highly recommend watching the #cnn interview.  he is entertaining.  #semst",UNKNOWN,"donald trump has me ""l-ing my a o.""",AGAINST
20617,donald trump,i'm fonald frump and everybody thinks you're an idiot.forpresident #semst,UNKNOWN,i'm fonald frump and everybody thinks you're an,AGAINST
20618,donald trump,will be watching @ac360 again tomorrow to watch @realdonaldtrump interview continuation. #makeamericagreatagain #semst,UNKNOWN,@ac360 again tomorrow to watch @realdonaldtrump interview continuation.,FAVOR
20619,donald trump,making matters worse,NBC canceling Apprentice replacing with Mind of Mencia reruns #comedycentral #NBC #SemST,"making matters worse. Making matters worse, making matters worse.",AGAINST
20620,donald trump,.@realdonaldtrump is the real deal folks. he tells the truth. get used to it! #semst,UNKNOWN,. @realdonaldtrump is the real deal folks. he tells the,FAVOR
20621,donald trump,after every @realdonaldtrump interview i watch i get more pumped up for november 2016 when this country can be made great again. #semst,UNKNOWN,every @realdonaldtrump interview i watch i get more pumped up,FAVOR
20622,donald trump,@sbrenn01 @marklevinshow what diversity? conservatives are racist. i am one. i love trump. #semst,UNKNOWN,@marklevinshow @sbrenn01 @marklevinshow what diversity,AGAINST
20623,donald trump,nan,@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns. #SemST,anananan nan nan nan nan,FAVOR
20624,donald trump,@realdonaldtrump is the only candidate with balls!!!!! #semst,UNKNOWN,trump is the only candidate with balls!!!!!!!!!! ! @realdonaldtrump,FAVOR
20625,donald trump,hey montel: shut the fuck up! how does that grab you? #semst,UNKNOWN,hey montel: shut the fuck up! hey montel: shut the,AGAINST
20626,donald trump,@montel_williams,ex 2bit talk show host,@montel_williams @montel_williams @montel_,FAVOR
20627,donald trump,why is the media giving the donald so much airtime?the guy evades questions just like any other politician.disaster. gop trouble #semst,UNKNOWN,he is so popular?? why is the media giving the donald so,AGAINST
20628,donald trump,@meetthepress @ron_fournier @realdonaldtrump typical liberal media. trump has now evolved. he is now non mexican pro life. #semst,UNKNOWN,@realdonaldtrump @meetthepress @ron_fournier,AGAINST
20629,donald trump,@ewdolan #doubleblindjepordy what is you keep my wife out of the gop primary and i'll keep your wives out of it too!  #bam! #semst,UNKNOWN,@ewdolan @doubleblindjepordy @ew,AGAINST
20630,donald trump,no you see donald trump was saying mexican immigrants are all *rappists* like with the hip hop y'all  #trump #semst,UNKNOWN,trump was saying mexican immigrants are all *rappists* like,AGAINST
20631,donald trump,people: donald trump is a man who can lead this country into the future. #semst,UNKNOWN,donald trump is a man who can lead this country into the future. #,FAVOR
20632,donald trump,what are your favorite conservative blog sites and why?  #tcot #rednationrising #culturalrot #semst,UNKNOWN,"if so,? if so, what are your favorite conservative blog sites?",AGAINST
20633,donald trump,@realdonaldtrump they may be dumping you now,but when you're president they'll be begging for your business. #SemST,trump @realdonaldtrump @realdonaldtrump @reald,AGAINST
20634,donald trump,@realdonaldtrump don't let the @gop tell you how to run!  #america doesn't need another politician.  #makeamericagreatagain only #semst,UNKNOWN,@realdonaldtrump don't let the @gop tell you how to,AGAINST
20635,donald trump,@realdonaldtrump you have our backs,and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need #SemST,trump @realdonaldtrump @realdonaldtrump @reald,FAVOR
20636,donald trump,would seem to me,if we can ban the Confederate flag we can ban the burning or stomping on Old glory! But that is OK!    #SemST,to me that to be true. It me that to me that that,FAVOR
20637,donald trump,@realdonaldtrump keep it up mr trump-when the dems and repubs are attacking-you know your doing it right! #makeamericagreatagain #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump @realdonald,FAVOR
20638,donald trump,rnc chairman pleads with trump to tone it down. i say,Ramp-it-up #SemST,trump says he's not going to give up on trump .,AGAINST
20639,donald trump,@realdonaldtrump now that you're the leader of the gop,will you show them what Leadership is? #MakeAmericaGreatAgain #SemST,trumppopop partyp partyop,AGAINST
20640,donald trump,@reince & gop you built that  -----> #semst,UNKNOWN,gop you built that & gop you built that & gop you,AGAINST
20641,donald trump,@realdonaldtrump is just saying what most are thinking,you have to give him credit #Trump4POTUS #SemST,trump is just saying what most are thinkingtrump is just saying what most are thinking,FAVOR
20642,donald trump,@theblaze american ppl are prolife,anti #Obamacare,blaze @theblaze @theblaze @theblaze @theblaze @theblaze @theblaze,FAVOR
20643,donald trump,apparently #trump values riches so much he can't afford values. #trumpelstiltskin #semst,UNKNOWN,skinskin #semstkin #semstkin,AGAINST
20644,donald trump,@nbcnews @realdonaldtrump or the white house!! #trumpforpresident #semst,UNKNOWN,@nbcnews @nbcnews @realdonaldtrump or the,FAVOR
20645,donald trump,@protectedspeech it's pretty obvious who the real racists are.  #semst,UNKNOWN,@protectedspeech it's pretty obvious who the real racists are.,AGAINST
20646,donald trump,we love mexicans,WE Respect your Work Ethic,!! we love mexicans! we love mexicans!,FAVOR
20647,donald trump,i hate it when percent try to out-bitter each other. #uniteblue #semst,UNKNOWN,i hate it when percent try to out-bite each other. i hate it,AGAINST
20648,donald trump,.@dannyzuker   with one speech @realdonaldtrump managed to financially screw himself.  imagine what he can do for us as potus! #semst,UNKNOWN,with one speech @realdonaldtrump with one speech @dannyzuker with,AGAINST
20649,donald trump,mainstream media should not be giving donald trump airtime. focus on real issues. #semst,UNKNOWN,airtime.. airtime should not be given to donald trump,AGAINST
20650,donald trump,i wonder if trump is at the mexico soccer game in chicago? i hear he has a lot of supporters there #semst,UNKNOWN,i wonder if trump is at the mexico soccer game in chica,FAVOR
20651,donald trump,@realdonaldtrump just watched you on @foxnews. you are awesome! you have my vote! #makeamericagreatagain #semst,UNKNOWN,@realdonaldtrump just watched you on @foxnews @foxnews just,FAVOR
20652,donald trump,trump is a non-establishment candidate.  i like it!  #makeamericagreatagain #semst,UNKNOWN,trump is a non-establishment candidate.. tru,FAVOR
20653,donald trump,@reince @sharonday @realdonaldtrump @tedcruz @jebbush wshgton cartel,incompetent GOP leaders support losers like Romney,@sharonday @realdonaldtrump @tedcruz @jeb,AGAINST
20654,donald trump,politicians are destroying america. we need more people like @realdonaldtrump  to run for office #semst,UNKNOWN,america. we need more people like @realdonaldtrump to run for office,AGAINST
20655,donald trump,oh my if hillary clinton wins the u.s is going to fall apart #semst,UNKNOWN,the u.s. is going to fall apart if hillary clinton,AGAINST
20656,donald trump,in oregon 15 yr olds arent allowed to drive but they can have a sex-change operation without parental consent. when will we #semst,UNKNOWN,. 15 yr olds are not allowed to drive but they can have a,FAVOR
20657,donald trump,so #memphis will dig up #nathanbedfordforrest but #billcosby keeps his star on the hollywood walk of fame? #liberallogic #semst,UNKNOWN,so #nathanbedfordforrest so #billcosby keeps his,AGAINST
20658,donald trump,"you can ""try"" to take my #confederateflag down & you will successfully fail to do so. #semst",UNKNOWN,#confederateflag down. & you will fail to take my #con,AGAINST
20659,donald trump,@bretbaier #candidatecasino #trumps the real deal,hand him the wheel,#candidatecasino #trumps the real deal @bretbaier,AGAINST
20660,donald trump,the sheriff of #sfo is a total idiot.  #followthelaw #sanctuarycity #semst,UNKNOWN,#sfoism #semst. #sfois,AGAINST
20661,donald trump,@ouchinagirl @trumpny2016 @gop trump for president as he doesn't mince words!!!! #semst,UNKNOWN,@trumpny2016 @ouchinagirl @trumpny2016 @,AGAINST
20662,donald trump,@gpacja @texanjustin @jebbush @isikoff @realdonaldtrump you're an awful person. free speech. i'll pray for you're soul. #semst,UNKNOWN,@texanjustin @jebbush @isikoff @realdonal,AGAINST
20663,donald trump,congrats to the @gop for having @realdonaldtrump in first place amongst its 2016 candidates. #gop2016 #jeb2016 #walker2016 #semst,UNKNOWN,@gop for having @realdonaldtrump in first place amongst its,FAVOR
20664,donald trump,@realdonaldtrump sir,i just want you to know that you'll be the greatest President of this Generation!  #SemST,trump @realdonaldtrump sir @realdonaldtrump @,FAVOR
20665,donald trump,confederate flag removed.  now what will the racists complain about? #tcot #semst,UNKNOWN,. now what will the racists complain about? removed. now what will the racists,AGAINST
20666,donald trump,@realdonaldtrump we need you in office.. keep doing what your doing. #votetrump #makeamericagreatagain #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump we need you in,FAVOR
20667,donald trump,@zekejmiller @reince @sharonday gop plan to stop trump? lol maybe they can put up loser candidates like romney,McCain and Jeb! #SemST,@sharonday @zekejmiller @reince @shar,AGAINST
20668,donald trump,@thehill it's called an ad hominem attack & it's used by people who know they can't win on the merits we r onto u congressman #semst,UNKNOWN,@thehill @thehill @thehill @thehill it's called an a,AGAINST
20669,donald trump,just want to give a big #shoutout to my #1 man these days,@realDonaldTrump  Get 'er done,i love you guys. I i love you guys. I love you guys.,FAVOR
20670,donald trump,@realdonaldtrump is the only candidate who has the backbone to get our #country back on the #rightpath #semst,UNKNOWN,trump is the only candidate who has the backbone to get our #country back on the,FAVOR
20671,donald trump,and america wants to protest a silly flag but lets pro athletes get away with shit like that #semst,UNKNOWN,and america wants to protest a silly flag but lets let pro athletes get away with,AGAINST
20672,donald trump,@emmittsmith22 who cares about you judging? you run wiith an inflated animal skin for entertainment. more time for brain surgury? #semst,UNKNOWN,22 @emmittsmith22 @emmittsmith22 @em,AGAINST
20673,donald trump,hey guise. any recommendation for a good taco place in midtown? #trump #semst,UNKNOWN,hey guise. hey guise. hey gui,FAVOR
20674,donald trump,@vlactionfund @reince the same #rnc losers that thought romney & palin were good choices needs to be thankful trump came along  #semst,UNKNOWN,fund @vlactionfund @reince the same #rnc losers that,AGAINST
20675,donald trump,i'll believe it when i see it. #bringbackoururanium #semst,UNKNOWN,i'll believe it when i see it.. i'll,FAVOR
20676,donald trump,hillary: -assad is a reformer -putin is re-settable -libya jihadist are allies -iran not building nukes -strom is right #tcot #semst,UNKNOWN,-assad is a reformer -putin is re-,AGAINST
20677,donald trump,federal funds are cutoff if states dont bend to blood alcohol laws.why should #sanctuarycities be different? #whitegenocide #tcot #semst,UNKNOWN,if if states bend to blood alcohol laws. #sanctuarycities,AGAINST
20678,donald trump,in addition to sanctuary cities,I'm done with Walmart too. #SemST,"sanctuary cities,, sanctuary cities, sanctuary cities, sanctuary cities, sanctuary cities, sanctuary cities",FAVOR
20679,donald trump,. @realdonaldtrump american was great until you embarrassed us all to death #semst,UNKNOWN,@realdonaldtrump @realdonaldtrump american was great until you embarrassed,AGAINST
20680,donald trump,@ericbolling @foxnews i'll be there!! who's on the panel? #semst,UNKNOWN,@foxnews @foxnews i'll be there!!! ! @,FAVOR
20681,donald trump,@soxsher @lrihendry @realdonaldtrump  please make it right again! #semst,UNKNOWN,@lrihendry @realdonaldtrump please make it right again!,FAVOR
20682,donald trump,#lgbt are evil monsters that want to ban being straight,molest children,are evil monsters that want to ban being straight. #lgbt are evil monster,FAVOR
20683,donald trump,@ericbolling @geraldorivera @realdonaldtrump people who think like geraldo are dangerous for america. #semst,UNKNOWN,trump @geraldoa @geraldo_orivera @,AGAINST
20684,donald trump,@realdonaldtrump needs to learn when to stop talking. you are making it worse donald... so much worse. #semst,UNKNOWN,trumptrump needs to learn when to stop talking. i am making it,AGAINST
20685,donald trump,@cnnpolitics @jaketapper @governorperry @saramurray not enough. #semst,UNKNOWN,@cnnpolitics @jaketapper @governorperry @,AGAINST
20686,donald trump,serious question that came up at dinner--is @realdonaldtrump's craziness just signs of early-onset alzheimer's? #semst,UNKNOWN,--is @realdonaldtrump's craziness just signs of,AGAINST
20687,donald trump,jeb - just how much 'truth' does that $118 million you've raised buy?   america isn't 'buying' your #elite #establishment crap - #semst,UNKNOWN,jeb - - - - - -,AGAINST
20688,donald trump,@karenmonsour12 thanks karen,love this idea! #SemST,monsour12 @karenmonsour12 @karenmonsour12 @,FAVOR
20689,donald trump,guys i'm not feeling well so no #hannity tweeting for me tonight. not sure if i'll do #cashinin in the morning either. sorry. #semst,UNKNOWN,.. i'm not feeling well so no #hannity tweeting,AGAINST
20690,donald trump,@seanhannity rick santorum quit talking like a politician get mad the american people are mad as hell #semst,UNKNOWN,santorum santorum quit talking like a politician get mad,AGAINST
20691,donald trump,@anncoulter @realdonaldtrump the media will try to discredit him. democrats and gop will attack him. america will stand with him. #semst,UNKNOWN,trump @realdonaldtrump the media will try to discredit him.,FAVOR
